pressure [db]	time [yyyymmddhhmmssmmm]	chloro fluo [mg chl m-3]	conductivity [ms cm-1]	cpar [%]	depth [m]	fcdom [ppb qse]	in situ density anomaly [kg m-3]	nitrate [umol l-1]	oxygen [umol kg-1]	oxygen [ml l-1]	par [umol m-2 s-1]	potential density anomaly [kg m-3]	potential temperature [degc]	practical salinity [psu]	qc flag	spar [umol m-2 s-1]	temperature [degc]	angular scattering coef at 117° 470 nm [m-1 sr-1]	bbp470 [m-1]	beam transmission 660 nm [%]	beam attenuation coef 660 nm [m-1]	nitrate isus [µmol/l]	oxygen  [ml/l]	oxygen  [umol/kg]	oxygen per sat [µmol/kg]	par ratio [%]	part backscattering coef 470 nm [m-1]	ph	time [second]
790.0		0.0207	3.852121		781.816						0.0		9.5977	35.3838	0		9.6909			99.8406									
791.0		0.019	3.851495		782.808						0.0		9.5904	35.3842	0		9.6836			99.8406									
792.0		0.0226	3.851127		783.806						0.0		9.5861	35.3841	0		9.6794			99.8478									
793.0		0.0224	3.850804		784.79						0.0		9.5822	35.3841	0		9.6756			99.8392									
794.0		0.0185	3.85063		785.78						0.0		9.58	35.3838	0		9.6735			99.8397									
795.0		0.0198	3.850396		786.763						0.0		9.577	35.3838	0		9.6706			99.826									
796.0		0.0225	3.850022		787.751						0.0		9.5727	35.3836	0		9.6664			99.8302									
797.0		0.021	3.8499		788.73						0.0		9.5709	35.3834	0		9.6647			99.8376									
798.0		0.0239	3.84981		789.714						0.0		9.5694	35.3833	0		9.6633			99.8502									
799.0		0.0199	3.849744		790.698						0.0		9.5681	35.3833	0		9.6621			99.842									
800.0		0.0179	3.84979		791.695						0.0		9.5679	35.3834	0		9.6621			99.8311									
801.0		0.0148	3.849681		792.683						0.0		9.5663	35.3832	0		9.6606			99.8258									
802.0		0.0129	3.849315		793.681						0.0		9.5615	35.3837	0		9.6559			99.828									
803.0		0.0181	3.847895		794.68						0.0		9.5459	35.3843	0		9.6403			99.8241									
804.0		0.0245	3.848071		795.653						0.0		9.5471	35.3841	0		9.6416			99.824									
805.0		0.0241	3.848147		796.618						0.0		9.5476	35.3836	0		9.6423			99.8389									
806.0		0.0256	3.846507		797.615						0.0		9.5303	35.3837	0		9.625			99.8413									
807.0		0.0265	3.845823		798.597						0.0		9.5226	35.3838	0		9.6174			99.8377									
808.0		0.0276	3.845703		799.599						0.0		9.5212	35.3833	0		9.6162			99.8236									
809.0		0.0269	3.845369		800.595						0.0		9.5176	35.3829	0		9.6126			99.8218									
810.0		0.0252	3.845304		801.588						0.0		9.5167	35.3825	0		9.6118			99.824									
811.0		0.0235	3.844251		802.583						0.0		9.5065	35.3812	0		9.6017			99.8253									
812.0		0.0219	3.842838		803.556						0.0		9.4925	35.3801	0		9.5877			99.8365									
813.0		0.0227	3.84442		804.531						0.0		9.5072	35.3806	0		9.6026			99.8423									
814.0		0.0253	3.842195		805.517						0.0		9.4855	35.3789	0		9.5809			99.8465									
815.0		0.0239	3.840902		806.504						0.0		9.4721	35.3785	0		9.5676			99.8256									
816.0		0.0241	3.840726		807.497						0.0		9.4697	35.3785	0		9.5653			99.824									
817.0		0.0216	3.840269		808.487						0.0		9.4645	35.3783	0		9.5602			99.8203									
818.0		0.0204	3.840026		809.474						0.0		9.4618	35.3781	0		9.5575			99.8018									
819.0		0.0193	3.8385		810.467						0.0		9.4446	35.3789	0		9.5403			99.7999									
820.0		0.0176	3.838164		811.462						0.0		9.4402	35.3793	0		9.5361			99.7981									
821.0		0.0165	3.837887		812.455						0.0		9.4363	35.3796	0		9.5323			99.7991									
822.0		0.0152	3.837454		813.429						0.0		9.4308	35.3798	0		9.5269			99.7933									
823.0		0.0171	3.838031		814.407						0.0		9.4363	35.3792	0		9.5326			99.8									
824.0		0.0195	3.837851		815.399						0.0		9.4306	35.3824	0		9.527			99.7765									
825.0		0.0218	3.838556		816.386						0.0		9.4356	35.384	0		9.532			99.7652									
826.0		0.022	3.841336		817.374						0.0		9.4552	35.3922	0		9.5519			99.7478									
827.0		0.0207	3.845461		818.369						0.0		9.4864	35.4024	0		9.5834			99.7267									
828.0		0.0211	3.846383		819.353						0.0		9.493	35.4046	0		9.5903			99.7189									
829.0		0.0207	3.846743		820.345						0.0		9.4952	35.4058	0		9.5925			99.7206									
830.0		0.018	3.846367		821.335						0.0		9.491	35.4056	0		9.5884			99.7227									
831.0		0.0183	3.846106		822.317						0.0		9.4883	35.4052	0		9.5858			99.7358									
832.0		0.0181	3.845459		823.298						0.0		9.482	35.4044	0		9.5797			99.7297									
833.0		0.0202	3.845294		824.288						0.0		9.4802	35.404	0		9.5779			99.7304									
834.0		0.0231	3.844661		825.278						0.0		9.4735	35.4038	0		9.5713			99.7366									
835.0		0.0231	3.842604		826.273						0.0		9.4521	35.4037	0		9.5499			99.7482									
836.0		0.0185	3.838616		827.254						0.0		9.4157	35.3989	0		9.5134			99.7302									
837.0		0.0176	3.834739		828.234						0.0		9.38	35.3942	0		9.4776			99.7496									
838.0		0.0184	3.829329		829.224						0.0		9.333	35.385	0		9.4304			99.7529									
839.0		0.0184	3.828804		830.213						0.0		9.3274	35.3846	0		9.4249			99.7622									
840.0		0.0191	3.827527		831.204						0.0		9.3164	35.3816	0		9.414			99.7825									
841.0		0.0188	3.82094		832.194						0.0		9.2596	35.371	0		9.3569			99.795									
842.0		0.0197	3.810968		833.183						0.0		9.1694	35.3572	0		9.2663			99.7981									
843.0		0.0204	3.809845		834.169						0.0		9.1593	35.3551	0		9.2562			99.8191									
844.0		0.0206	3.809079		835.157						0.0		9.152	35.3532	0		9.2491			99.8328									
845.0		0.0185	3.804903		836.146						0.0		9.1145	35.3464	0		9.2114			99.8576									
846.0		0.0195	3.799863		837.118						0.0		9.0703	35.3366	0		9.167			99.859									
847.0		0.019	3.796238		838.104						0.0		9.0405	35.3278	0		9.1371			99.8734									
848.0		0.0183	3.790776		839.091						0.0		8.9933	35.3186	0		9.0898			99.874									
849.0		0.0178	3.783417		840.087						0.0		8.926	35.3087	0		9.0222			99.8795									
850.0		0.017	3.780451		841.079						0.0		8.8997	35.3039	0		8.9958			99.8758									
851.0		0.0169	3.774152		842.067						0.0		8.8479	35.2903	0		8.9438			99.8757									
852.0		0.0169	3.760987		843.067						0.0		8.7318	35.2699	0		8.8271			99.8757									
853.0		0.0166	3.745741		844.06						0.0		8.5939	35.249	0		8.6884			99.8757									
854.0		0.0185	3.753217		845.034						0.0		8.6599	35.257	0		8.755			99.8747									
855.0		0.0196	3.75083		846.006						0.0		8.6397	35.2494	0		8.7348			99.8775									
856.0		0.018	3.742933		846.994						0.0		8.5701	35.2365	0		8.6648			99.881									
857.0		0.0198	3.731402		847.988						0.0		8.4648	35.2211	0		8.5589			99.8757									
858.0		0.0197	3.730051		848.976						0.0		8.4515	35.219	0		8.5457			99.8725									
859.0		0.0178	3.729804		849.971						0.0		8.4492	35.2174	0		8.5435			99.874									
860.0		0.0174	3.729667		850.958						0.0		8.4474	35.2163	0		8.5418			99.8699									
861.0		0.016	3.729813		851.943						0.0		8.4477	35.216	0		8.5422			99.8705									
862.0		0.0164	3.731656		852.93						0.0		8.4622	35.2193	0		8.5569			99.8596									
863.0		0.0162	3.733884		853.912						0.0		8.4793	35.224	0		8.5742			99.8746									
864.0		0.016	3.739121		854.902						0.0		8.519	35.2369	0		8.6144			99.8757									
865.0		0.0182	3.748855		855.901						0.0		8.599	35.2571	0		8.695			99.8713									
866.0		0.0187	3.748665		856.881						0.0		8.5989	35.2542	0		8.695			99.8711									
867.0		0.0172	3.746879		857.85						0.0		8.5821	35.252	0		8.6782			99.876									
868.0		0.0165	3.752517		858.838						0.0		8.6268	35.2648	0		8.7233			99.8757									
869.0		0.0175	3.754603		859.831						0.0		8.6435	35.269	0		8.7402			99.8757									
870.0		0.0176	3.756685		860.819						0.0		8.6601	35.2733	0		8.7571			99.839									
871.0		0.0193	3.75752		861.809						0.0		8.6659	35.2757	0		8.763			99.8238									
872.0		0.0206	3.757514		862.811						0.0		8.6641	35.277	0		8.7613			99.8746									
873.0		0.0201	3.756674		863.799						0.0		8.6539	35.2781	0		8.7512			99.8735									
874.0		0.02	3.756031		864.79						0.0		8.6459	35.279	0		8.7433			99.8702									
875.0		0.0209	3.75583		865.784						0.0		8.6432	35.2791	0		8.7407			99.8742									
876.0		0.0219	3.755449		866.757						0.0		8.6387	35.2793	0		8.7363			99.8695									
877.0		0.0165	3.755672		867.734						0.0		8.6439	35.2759	0		8.7416			99.8666									
878.0		0.0215	3.754418		868.711						0.0		8.6281	35.2784	0		8.7258			99.8655									
879.0		0.0251	3.752471		869.704						0.0		8.6067	35.2792	0		8.7044			99.8757									
880.0		0.0231	3.751459		870.687						0.0		8.5965	35.2785	0		8.6942			99.8757									
881.0		0.0209	3.750151		871.685						0.0		8.5834	35.2775	0		8.6811			99.8757									
882.0		0.0208	3.749211		872.667						0.0		8.5738	35.2767	0		8.6717			99.8757									
883.0		0.0223	3.748721		873.664						0.0		8.5684	35.2764	0		8.6664			99.8688									
884.0		0.022	3.748251		874.636						0.0		8.5632	35.2761	0		8.6612			99.8641									
885.0		0.0225	3.747946		875.634						0.0		8.5599	35.2758	0		8.658			99.8496									
886.0		0.023	3.74713		876.663						0.0		8.551	35.2754	0		8.6492			99.8524									
887.0		0.0253	3.747178		877.651						0.0		8.5513	35.2749	0		8.6496			99.854									
888.0		0.0227	3.747593		878.593						0.0		8.5547	35.2748	0		8.6531			99.851									
889.0		0.0207	3.747093		879.588						0.0		8.5495	35.2742	0		8.648			99.8553									
890.0		0.0202	3.746919		880.576						0.0		8.5472	35.274	0		8.6458			99.8553									
891.0		0.02	3.746678		881.556						0.0		8.5444	35.2737	0		8.6431			99.8714									
892.0		0.0228	3.745982		882.545						0.0		8.5375	35.2728	0		8.6363			99.8741									
893.0		0.0227	3.745023		883.523						0.0		8.5282	35.2716	0		8.627			99.8738									
894.0		0.0227	3.743091		884.513						0.0		8.5106	35.2687	0		8.6095			99.8692									
895.0		0.0216	3.739962		885.513						0.0		8.4809	35.2654	0		8.5797			99.8735									
896.0		0.0233	3.737813		886.509						0.0		8.4587	35.2647	0		8.5574			99.8651									
897.0		0.0232	3.737635		887.503						0.0		8.4564	35.2647	0		8.5552			99.8556									
898.0		0.0228	3.737095		888.485						0.0		8.4503	35.264	0		8.5492			99.8539									
899.0		0.0201	3.738444		889.447						0.0		8.4649	35.2622	0		8.564			99.878									
900.0		0.0201	3.729062		890.44						0.0		8.3751	35.2545	0		8.4737			99.8625									
901.0		0.0195	3.72678		891.43						0.0		8.353	35.2523	0		8.4516			99.8842									
902.0		0.0153	3.725946		892.42						0.0		8.3452	35.2505	0		8.4438			99.8723									
903.0		0.0165	3.724748		893.416						0.0		8.3343	35.2482	0		8.433			99.8757									
904.0		0.0201	3.723753		894.395						0.0		8.3244	35.2468	0		8.4232			99.8757									
905.0		0.0196	3.72037		895.388						0.0		8.2936	35.2419	0		8.3922			99.8772									
906.0		0.0174	3.717645		896.372						0.0		8.2673	35.2392	0		8.3659			99.8832									
907.0		0.019	3.714702		897.363						0.0		8.2399	35.2351	0		8.3384			99.8758									
908.0		0.0253	3.71193		898.356						0.0		8.2137	35.2315	0		8.3121			99.8727									
909.0		0.0207	3.709356		899.333						0.0		8.1883	35.2283	0		8.2866			99.8764									
910.0		0.016	3.711922		900.307						0.0		8.2131	35.2289	0		8.3117			99.8833									
911.0		0.0166	3.701728		901.3						0.0		8.1184	35.2165	0		8.2165			99.8988									
912.0		0.0186	3.699436		902.284						0.0		8.0949	35.2157	0		8.193			99.8981									
913.0		0.0179	3.699422		903.275						0.0		8.0929	35.2166	0		8.1911			99.8956									
914.0		0.0193	3.699555		904.27						0.0		8.0923	35.2178	0		8.1906			99.8975									
915.0		0.0207	3.699036		905.265						0.0		8.087	35.2168	0		8.1854			99.8859									
916.0		0.0209	3.698645		906.254						0.0		8.0818	35.2169	0		8.1803			99.8826									
917.0		0.0186	3.700075		907.239						0.0		8.0928	35.2199	0		8.1914			99.8859									
918.0		0.0226	3.702394		908.228						0.0		8.1113	35.2244	0		8.2102			99.8847									
919.0		0.0191	3.704811		909.2						0.0		8.132	35.2276	0		8.2312			99.8766									
920.0		0.0217	3.705046		910.179						0.0		8.1327	35.2283	0		8.232			99.8967									
921.0		0.0237	3.71568		911.168						0.0		8.2149	35.256	0		8.3149			99.8863									
922.0		0.0242	3.719871		912.156						0.0		8.2489	35.265	0		8.3492			99.8831									
923.0		0.023	3.720387		913.15						0.0		8.2524	35.2663	0		8.3529			99.8779									
924.0		0.0198	3.721015		914.142						0.0		8.257	35.2679	0		8.3577			99.8737									
925.0		0.0248	3.721793		915.133						0.0		8.2629	35.2697	0		8.3636			99.8756									
926.0		0.0214	3.722329		916.125						0.0		8.2668	35.2709	0		8.3677			99.8845									
927.0		0.0163	3.723685		917.123						0.0		8.2772	35.2742	0		8.3783			99.8763									
928.0		0.0197	3.723856		918.09						0.0		8.2775	35.2756	0		8.3787			99.876									
929.0		0.0286	3.725115		919.066						0.0		8.2868	35.2795	0		8.3882			99.8766									
930.0		0.0285	3.725584		920.057						0.0		8.289	35.2816	0		8.3905			99.8874									
931.0		0.0245	3.72722		921.045						0.0		8.3008	35.2863	0		8.4026			99.8756									
932.0		0.0235	3.72744		922.032						0.0		8.3005	35.2886	0		8.4024			99.89									
933.0		0.0207	3.727494		923.028						0.0		8.2985	35.2907	0		8.4005			99.8861									
934.0		0.0183	3.727346		924.019						0.0		8.2953	35.292	0		8.3973			99.879									
935.0		0.0195	3.727066		925.005						0.0		8.2911	35.2929	0		8.3933			99.8718									
936.0		0.0164	3.726824		925.992						0.0		8.2876	35.2935	0		8.3898			99.8778									
937.0		0.0206	3.726737		926.974						0.0		8.2856	35.2941	0		8.388			99.88									
938.0		0.0266	3.726446		927.957						0.0		8.2811	35.2952	0		8.3835			99.8831									
939.0		0.023	3.726296		928.943						0.0		8.2776	35.2967	0		8.3801			99.8755									
940.0		0.0298	3.726466		929.929						0.0		8.2778	35.2977	0		8.3804			99.8848									
941.0		0.026	3.726705		930.92						0.0		8.2785	35.2989	0		8.3813			99.8998									
942.0		0.0238	3.726875		931.912						0.0		8.2786	35.3001	0		8.3815			99.9									
943.0		0.0278	3.72692		932.902						0.0		8.2777	35.3009	0		8.3807			99.899									
944.0		0.0284	3.72753		933.885						0.0		8.2795	35.3049	0		8.3827			99.9006									
945.0		0.0282	3.72863		934.867						0.0		8.2854	35.31	0		8.3887			99.9006									
946.0		0.0238	3.728993		935.854						0.0		8.287	35.3115	0		8.3905			99.9004									
947.0		0.0263	3.729372		936.837						0.0		8.2889	35.3132	0		8.3924			99.9015									
948.0		0.0259	3.729543		937.83						0.0		8.2898	35.3135	0		8.3935			99.9015									
949.0		0.0235	3.729689		938.822						0.0		8.2897	35.3146	0		8.3935			99.8987									
950.0		0.0245	3.729111		939.812						0.0		8.2834	35.3143	0		8.3873			99.8803									
951.0		0.02	3.728992		940.79						0.0		8.2818	35.3142	0		8.3858			99.9006									
952.0		0.015	3.728694		941.774						0.0		8.2785	35.3138	0		8.3826			99.9015									
953.0		0.0169	3.728265		942.758						0.0		8.274	35.3134	0		8.3781			99.8972									
954.0		0.022	3.728435		943.749						0.0		8.2752	35.3134	0		8.3794			99.8862									
955.0		0.022	3.728356		944.749						0.0		8.2738	35.3133	0		8.3782			99.8984									
956.0		0.0193	3.72818		945.738						0.0		8.2715	35.3133	0		8.376			99.883									
957.0		0.0194	3.727063		946.715						0.0		8.2596	35.3131	0		8.3641			99.8905									
958.0		0.0199	3.727213		947.691						0.0		8.2607	35.313	0		8.3653			99.8818									
959.0		0.0207	3.725673		948.68						0.0		8.2442	35.3129	0		8.3489			99.9018									
960.0		0.0223	3.725699		949.665						0.0		8.2438	35.313	0		8.3486			99.9015									
961.0		0.0211	3.725597		950.658						0.0		8.2423	35.3129	0		8.3471			99.8791									
962.0		0.0195	3.725333		951.651						0.0		8.2389	35.3129	0		8.3439			99.883									
963.0		0.0168	3.725145		952.645						0.0		8.2364	35.3129	0		8.3414			99.8974									
964.0		0.0162	3.724867		953.638						0.0		8.233	35.3128	0		8.3381			99.9001									
965.0		0.0181	3.723825		954.613						0.0		8.2214	35.3129	0		8.3266			99.8999									
966.0		0.0206	3.723742		955.585						0.0		8.2204	35.3123	0		8.3257			99.9006									
967.0		0.0213	3.721725		956.578						0.0		8.1998	35.3114	0		8.3051			99.9015									
968.0		0.0217	3.721299		957.565						0.0		8.1945	35.3117	0		8.2999			99.9015									
969.0		0.0227	3.721221		958.556						0.0		8.1934	35.3114	0		8.2988			99.9015									
970.0		0.0221	3.720434		959.548						0.0		8.185	35.311	0		8.2905			99.8614									
971.0		0.0211	3.71928		960.535						0.0		8.1729	35.3105	0		8.2785			99.8685									
972.0		0.0184	3.71883		961.521						0.0		8.168	35.3101	0		8.2736			99.8742									
973.0		0.0171	3.718514		962.501						0.0		8.1641	35.31	0		8.2698			99.8825									
974.0		0.0178	3.715689		963.495						0.0		8.1367	35.308	0		8.2424			99.8938									
975.0		0.0182	3.707506		964.488						0.0		8.0557	35.303	0		8.1609			99.8947									
976.0		0.0172	3.706092		965.468						0.0		8.0415	35.3015	0		8.1467			99.89									
977.0		0.0217	3.707897		966.442						0.0		8.058	35.3024	0		8.1634			99.8982									
978.0		0.023	3.701779		967.427						0.0		7.9997	35.2966	0		8.1047			99.8857									
979.0		0.0216	3.699291		968.421						0.0		7.9734	35.2963	0		8.0784			99.8997									
980.0		0.0216	3.699068		969.408						0.0		7.9711	35.2955	0		8.0762			99.8814									
981.0		0.022	3.698199		970.403						0.0		7.9619	35.2949	0		8.067			99.8758									
982.0		0.023	3.698112		971.39						0.0		7.9608	35.2943	0		8.066			99.8776									
983.0		0.0226	3.697456		972.393						0.0		7.9542	35.2932	0		8.0596			99.882									
984.0		0.0189	3.697928		973.371						0.0		7.9581	35.293	0		8.0635			99.8865									
985.0		0.0185	3.699327		974.328						0.0		7.9711	35.2932	0		8.0768			99.9023									
986.0		0.0187	3.696496		975.318						0.0		7.9429	35.2913	0		8.0484			99.8769									
987.0		0.0181	3.6958		976.323						0.0		7.9345	35.292	0		8.0401			99.8842									
988.0		0.0183	3.695457		977.294						0.0		7.931	35.2915	0		8.0367			99.8965									
989.0		0.0186	3.693062		978.283						0.0		7.9059	35.2907	0		8.0116			99.8835									
990.0		0.0186	3.690105		979.287						0.0		7.8772	35.2881	0		7.9828			99.8757									
991.0		0.0199	3.685908		980.299						0.0		7.8378	35.2837	0		7.9432			99.8757									
992.0		0.0187	3.682289		981.284						0.0		7.8024	35.2799	0		7.9077			99.8871									
993.0		0.017	3.683092		982.231						0.0		7.8098	35.2793	0		7.9152			99.8902									
994.0		0.017	3.680718		983.225						0.0		7.7868	35.2775	0		7.8922			99.8742									
995.0		0.0183	3.676893		984.216						0.0		7.7477	35.2755	0		7.8528			99.8874									
996.0		0.0184	3.6764		985.209						0.0		7.7416	35.2759	0		7.8468			99.8996									
997.0		0.0187	3.675794		986.2						0.0		7.7353	35.275	0		7.8406			99.8998									
998.0		0.0198	3.674911		987.185						0.0		7.7265	35.2737	0		7.8318			99.9015									
999.0		0.0197	3.674548		988.166						0.0		7.722	35.2734	0		7.8275			99.9015									
1000.0		0.017	3.674201		989.155						0.0		7.7173	35.2734	0		7.8228			99.9015									
1001.0		0.018	3.673904		990.133						0.0		7.7137	35.2728	0		7.8193			99.9015									
1002.0		0.0195	3.671643		991.121						0.0		7.6916	35.2704	0		7.7972			99.9015									
1003.0		0.0193	3.668254		992.111						0.0		7.6588	35.2672	0		7.7642			99.9015									
1004.0		0.0178	3.666812		993.094						0.0		7.6451	35.2648	0		7.7505			99.9015									
1005.0		0.0189	3.665734		994.079						0.0		7.6341	35.2637	0		7.7396			99.904									
1006.0		0.0184	3.664201		995.065						0.0		7.6192	35.2618	0		7.7246			99.9044									
1007.0		0.0201	3.663039		996.061						0.0		7.6076	35.2605	0		7.713			99.8762									
1008.0		0.0192	3.6612		997.048						0.0		7.5894	35.2587	0		7.6949			99.8914									
1009.0		0.0181	3.66087		998.039						0.0		7.5854	35.2583	0		7.691			99.8876									
1010.0		0.02	3.659853		999.026						0.0		7.575	35.257	0		7.6805			99.9001									
1011.0		0.0171	3.659367		1000.007						0.0		7.5692	35.2561	0		7.6748			99.8944									
1012.0		0.0195	3.657848		1000.994						0.0		7.5539	35.2537	0		7.6595			99.9074									
1013.0		0.0234	3.657054		1001.993						0.0		7.5462	35.2517	0		7.6518			99.901									
1014.0		0.0227	3.656205		1002.983						0.0		7.5378	35.2505	0		7.6435			99.9164									
